fecha,año,mes,indice_confianza
2005-05-01,2005,5,-4.3
2005-05-01,2005,5,8.8
2005-05-01,2005,5,6.2
2005-06-01,2005,6,-12.5
2005-06-01,2005,6,-12.9
2005-06-01,2005,6,-15.1
2005-06-01,2005,6,-16.1
2005-06-01,2005,6,94.5
2005-06-01,2005,6,-9.9
2005-06-01,2005,6,-9.1
2005-06-01,2005,6,-8.5
2005-06-01,2005,6,-7
2005-06-01,2005,6,2
2005-06-01,2005,6,1.7
2005-07-01,2005,7,-11.6
2005-07-01,2005,7,-11.9
2005-07-01,2005,7,-14.4
2005-07-01,2005,7,-15.1
2005-07-01,2005,7,97.3
2005-07-01,2005,7,-8.1
2005-07-01,2005,7,-6.4
2005-07-01,2005,7,-3.7
2005-07-01,2005,7,-2.6
2005-07-01,2005,7,1.5
2005-07-01,2005,7,3.8
2005-08-01,2005,8,-14.8
2005-08-01,2005,8,-15.3
2005-08-01,2005,8,-14
2005-08-01,2005,8,-14.6
2005-08-01,2005,8,100.3
2005-08-01,2005,8,-2.8
2005-08-01,2005,8,-3.5
2005-08-01,2005,8,-2
2005-08-01,2005,8,-2
2005-08-01,2005,8,4.8
2005-08-01,2005,8,5.3
2005-09-01,2005,9,-16.1
2005-09-01,2005,9,-16
2005-09-01,2005,9,-15.4
2005-09-01,2005,9,-15.4
2005-09-01,2005,9,100.4
2005-09-01,2005,9,-0.5
2005-09-01,2005,9,-2
2005-09-01,2005,9,0.2
2005-09-01,2005,9,-1.8
2005-09-01,2005,9,2.7
2005-09-01,2005,9,2.8
2005-10-01,2005,10,-16.6
2005-10-01,2005,10,-16.1
2005-10-01,2005,10,-13.9
2005-10-01,2005,10,-12.5
2005-10-01,2005,10,104.4
2005-10-01,2005,10,-3.1
2005-10-01,2005,10,-1.4
2005-10-01,2005,10,2.5
2005-10-01,2005,10,0.4
2005-10-01,2005,10,11.5
2005-10-01,2005,10,10.5
2005-11-01,2005,11,-13.2
2005-11-01,2005,11,-12.2
2005-11-01,2005,11,-14
2005-11-01,2005,11,-12.9
2005-11-01,2005,11,105.9
2005-11-01,2005,11,-3.8
2005-11-01,2005,11,-0.6
2005-11-01,2005,11,-4.8
2005-11-01,2005,11,-5.3
2005-11-01,2005,11,13.8
2005-11-01,2005,11,13.7
2005-12-01,2005,12,-14.4
2005-12-01,2005,12,-12.4
2005-12-01,2005,12,-13.1
2005-12-01,2005,12,-12.3
2005-12-01,2005,12,105.6
2005-12-01,2005,12,-2
2005-12-01,2005,12,0
2005-12-01,2005,12,1.2
2005-12-01,2005,12,4.1
2005-12-01,2005,12,7.9
2005-12-01,2005,12,10.7
2006-01-01,2006,1,-18
2006-01-01,2006,1,-18.1
2006-01-01,2006,1,-13.7
2006-01-01,2006,1,-14
2006-01-01,2006,1,108.5
2006-01-01,2006,1,2.3
2006-01-01,2006,1,1.9
2006-01-01,2006,1,6.6
2006-01-01,2006,1,4.7
2006-01-01,2006,1,13.3
2006-01-01,2006,1,14.4
2006-02-01,2006,2,-16.1
2006-02-01,2006,2,-16.7
2006-02-01,2006,2,-12.5
2006-02-01,2006,2,-12.8
2006-02-01,2006,2,107.8
2006-02-01,2006,2,4.3
2006-02-01,2006,2,2.7
2006-02-01,2006,2,5.6
2006-02-01,2006,2,5.4
2006-02-01,2006,2,5.8
2006-02-01,2006,2,7.5
2006-03-01,2006,3,-14.6
2006-03-01,2006,3,-15
2006-03-01,2006,3,-11.3
2006-03-01,2006,3,-11
2006-03-01,2006,3,109.3
2006-03-01,2006,3,5.4
2006-03-01,2006,3,3.7
2006-03-01,2006,3,-0.1
2006-03-01,2006,3,1.9
2006-03-01,2006,3,13.5
2006-03-01,2006,3,12.9
2006-04-01,2006,4,-13
2006-04-01,2006,4,-14.4
2006-04-01,2006,4,-11.5
2006-04-01,2006,4,-11.4
2006-04-01,2006,4,111.2
2006-04-01,2006,4,6.7
2006-04-01,2006,4,4.7
2006-04-01,2006,4,4
2006-04-01,2006,4,3.5
2006-04-01,2006,4,20.8
2006-04-01,2006,4,18.6
2006-05-01,2006,5,-13.5
2006-05-01,2006,5,-13.5
2006-05-01,2006,5,-9
2006-05-01,2006,5,-9.8
2006-05-01,2006,5,110.9
2006-05-01,2006,5,5.8
2006-05-01,2006,5,4.7
2006-05-01,2006,5,5.5
2006-05-01,2006,5,4.1
2006-05-01,2006,5,20.2
2006-05-01,2006,5,15.9
2006-06-01,2006,6,-13.3
2006-06-01,2006,6,-13.7
2006-06-01,2006,6,-11.5
2006-06-01,2006,6,-12.4
2006-06-01,2006,6,112.6
2006-06-01,2006,6,6.3
2006-06-01,2006,6,6.6
2006-06-01,2006,6,1
2006-06-01,2006,6,2.7
2006-06-01,2006,6,21.5
2006-06-01,2006,6,18.8
2006-07-01,2006,7,-10.2
2006-07-01,2006,7,-10.5
2006-07-01,2006,7,-9.2
2006-07-01,2006,7,-9.9
2006-07-01,2006,7,110.5
2006-07-01,2006,7,2.7
2006-07-01,2006,7,4.1
2006-07-01,2006,7,-0.1
2006-07-01,2006,7,1.9
2006-07-01,2006,7,14.7
2006-07-01,2006,7,15
2006-08-01,2006,8,-13.3
2006-08-01,2006,8,-13.8
2006-08-01,2006,8,-10.4
2006-08-01,2006,8,-10.9
2006-08-01,2006,8,110.8
2006-08-01,2006,8,4.5
2006-08-01,2006,8,3.9
2006-08-01,2006,8,5.9
2006-08-01,2006,8,5.9
2006-08-01,2006,8,15.2
2006-08-01,2006,8,14.4
2006-09-01,2006,9,-20.7
2006-09-01,2006,9,-20.6
2006-09-01,2006,9,-8
2006-09-01,2006,9,-8.1
2006-09-01,2006,9,112.7
2006-09-01,2006,9,6.4
2006-09-01,2006,9,4.8
2006-09-01,2006,9,9.1
2006-09-01,2006,9,7.2
2006-09-01,2006,9,16.3
2006-09-01,2006,9,16.2
2006-10-01,2006,10,-14.5
2006-10-01,2006,10,-14
2006-10-01,2006,10,-12.5
2006-10-01,2006,10,-11.2
2006-10-01,2006,10,110.1
2006-10-01,2006,10,3.7
2006-10-01,2006,10,5.1
2006-10-01,2006,10,6.2
2006-10-01,2006,10,4
2006-10-01,2006,10,12.9
2006-10-01,2006,10,13.8
2006-11-01,2006,11,-20.6
2006-11-01,2006,11,-19.6
2006-11-01,2006,11,-12.2
2006-11-01,2006,11,-11.1
2006-11-01,2006,11,109
2006-11-01,2006,11,1.2
2006-11-01,2006,11,4.6
2006-11-01,2006,11,7.6
2006-11-01,2006,11,6.6
2006-11-01,2006,11,12
2006-11-01,2006,11,13.4
2006-12-01,2006,12,-10.6
2006-12-01,2006,12,-8.7
2006-12-01,2006,12,-8.1
2006-12-01,2006,12,-7.2
2006-12-01,2006,12,111.7
2006-12-01,2006,12,2.8
2006-12-01,2006,12,4.9
2006-12-01,2006,12,-2.3
2006-12-01,2006,12,1
2006-12-01,2006,12,10.7
2006-12-01,2006,12,14.8
2007-01-01,2007,1,-14.1
2007-01-01,2007,1,-14.2
2007-01-01,2007,1,-10.7
2007-01-01,2007,1,-11
2007-01-01,2007,1,107.1
2007-01-01,2007,1,3.5
2007-01-01,2007,1,3.6
2007-01-01,2007,1,5.7
2007-01-01,2007,1,4.1
2007-01-01,2007,1,6.8
2007-01-01,2007,1,9.5
2007-02-01,2007,2,-13.3
2007-02-01,2007,2,-13.9
2007-02-01,2007,2,-10.6
2007-02-01,2007,2,-10.8
2007-02-01,2007,2,111.1
2007-02-01,2007,2,6.2
2007-02-01,2007,2,4.9
2007-02-01,2007,2,4.6
2007-02-01,2007,2,4.6
2007-02-01,2007,2,15.1
2007-02-01,2007,2,16
2007-03-01,2007,3,-9.7
2007-03-01,2007,3,-10.2
2007-03-01,2007,3,-10.3
2007-03-01,2007,3,-10
2007-03-01,2007,3,112.5
2007-03-01,2007,3,8
2007-03-01,2007,3,6.3
2007-03-01,2007,3,5
2007-03-01,2007,3,6.7
2007-03-01,2007,3,20.1
2007-03-01,2007,3,18.7
2007-04-01,2007,4,-6.9
2007-04-01,2007,4,-8.2
2007-04-01,2007,4,-12.2
2007-04-01,2007,4,-12.1
2007-04-01,2007,4,112.4
2007-04-01,2007,4,9.1
2007-04-01,2007,4,7.5
2007-04-01,2007,4,7.2
2007-04-01,2007,4,6.3
2007-04-01,2007,4,18.8
2007-04-01,2007,4,16.9
2007-05-01,2007,5,-11.1
2007-05-01,2007,5,-11
2007-05-01,2007,5,-11.9
2007-05-01,2007,5,-12.7
2007-05-01,2007,5,109.6
2007-05-01,2007,5,7.4
2007-05-01,2007,5,5.5
2007-05-01,2007,5,9.5
2007-05-01,2007,5,8.1
2007-05-01,2007,5,18.6
2007-05-01,2007,5,14.8
2007-06-01,2007,6,-15.1
2007-06-01,2007,6,-15.4
2007-06-01,2007,6,-14.4
2007-06-01,2007,6,-15.3
2007-06-01,2007,6,107.4
2007-06-01,2007,6,3.4
2007-06-01,2007,6,3.6
2007-06-01,2007,6,4.5
2007-06-01,2007,6,6.1
2007-06-01,2007,6,17.2
2007-06-01,2007,6,14.6
2007-07-01,2007,7,-13.7
2007-07-01,2007,7,-14
2007-07-01,2007,7,-13.4
2007-07-01,2007,7,-14.1
2007-07-01,2007,7,106
2007-07-01,2007,7,0.9
2007-07-01,2007,7,2.4
2007-07-01,2007,7,3.7
2007-07-01,2007,7,6
2007-07-01,2007,7,11.4
2007-07-01,2007,7,11.4
2007-08-01,2007,8,-13.2
2007-08-01,2007,8,-13.7
2007-08-01,2007,8,-14.4
2007-08-01,2007,8,-14.9
2007-08-01,2007,8,106
2007-08-01,2007,8,3.3
2007-08-01,2007,8,2.1
2007-08-01,2007,8,4.5
2007-08-01,2007,8,4.2
2007-08-01,2007,8,14.1
2007-08-01,2007,8,12.3
2007-09-01,2007,9,-16
2007-09-01,2007,9,-15.9
2007-09-01,2007,9,-14.7
2007-09-01,2007,9,-14.8
2007-09-01,2007,9,104.5
2007-09-01,2007,9,2.6
2007-09-01,2007,9,1
2007-09-01,2007,9,4.2
2007-09-01,2007,9,2.6
2007-09-01,2007,9,14.1
2007-09-01,2007,9,12.7
2007-10-01,2007,10,-12.2
2007-10-01,2007,10,-11.7
2007-10-01,2007,10,-15.9
2007-10-01,2007,10,-14.6
2007-10-01,2007,10,102.7
2007-10-01,2007,10,-0.4
2007-10-01,2007,10,1
2007-10-01,2007,10,4.4
2007-10-01,2007,10,2.2
2007-10-01,2007,10,9
2007-10-01,2007,10,9.7
2007-11-01,2007,11,-15.4
2007-11-01,2007,11,-14.4
2007-11-01,2007,11,-16.9
2007-11-01,2007,11,-15.9
2007-11-01,2007,11,104.1
2007-11-01,2007,11,-2.1
2007-11-01,2007,11,1.3
2007-11-01,2007,11,5.6
2007-11-01,2007,11,4.3
2007-11-01,2007,11,8.8
2007-11-01,2007,11,10.2
2007-12-01,2007,12,-19.6
2007-12-01,2007,12,-17.7
2007-12-01,2007,12,-17.2
2007-12-01,2007,12,-16.4
2007-12-01,2007,12,103.4
2007-12-01,2007,12,-1.1
2007-12-01,2007,12,1.5
2007-12-01,2007,12,-0.8
2007-12-01,2007,12,2.9
2007-12-01,2007,12,3.2
2007-12-01,2007,12,7.2
2008-01-01,2008,1,-17.8
2008-01-01,2008,1,-17.9
2008-01-01,2008,1,-17.6
2008-01-01,2008,1,-17.8
2008-01-01,2008,1,101.3
2008-01-01,2008,1,0.6
2008-01-01,2008,1,0.7
2008-01-01,2008,1,1.7
2008-01-01,2008,1,0.1
2008-01-01,2008,1,3.3
2008-01-01,2008,1,5.3
2008-02-01,2008,2,-22.1
2008-02-01,2008,2,-22.7
2008-02-01,2008,2,-17
2008-02-01,2008,2,-17.3
2008-02-01,2008,2,100.1
2008-02-01,2008,2,1.3
2008-02-01,2008,2,0.2
2008-02-01,2008,2,0.2
2008-02-01,2008,2,0.4
2008-02-01,2008,2,0
2008-02-01,2008,2,1.4
2008-03-01,2008,3,-16.1
2008-03-01,2008,3,-16.5
2008-03-01,2008,3,-18.4
2008-03-01,2008,3,-18.2
2008-03-01,2008,3,99
2008-03-01,2008,3,0.4
2008-03-01,2008,3,-1.3
2008-03-01,2008,3,-1.5
2008-03-01,2008,3,0
2008-03-01,2008,3,-1.5
2008-03-01,2008,3,-0.2
2008-04-01,2008,4,-14.5
2008-04-01,2008,4,-15.9
2008-04-01,2008,4,-17.2
2008-04-01,2008,4,-17.2
2008-04-01,2008,4,98
2008-04-01,2008,4,-2.9
2008-04-01,2008,4,-3.6
2008-04-01,2008,4,-2.9
2008-04-01,2008,4,-4
2008-04-01,2008,4,0.1
2008-04-01,2008,4,-0.1
2008-05-01,2008,5,-19.1
2008-05-01,2008,5,-19
2008-05-01,2008,5,-13.2
2008-05-01,2008,5,-14
2008-05-01,2008,5,100.3
2008-05-01,2008,5,-0.6
2008-05-01,2008,5,-3
2008-05-01,2008,5,-3.6
2008-05-01,2008,5,-4.8
2008-05-01,2008,5,8.5
2008-05-01,2008,5,3.9
2008-06-01,2008,6,-22.6
2008-06-01,2008,6,-22.9
2008-06-01,2008,6,-16.1
2008-06-01,2008,6,-17
2008-06-01,2008,6,96.9
2008-06-01,2008,6,-4.7
2008-06-01,2008,6,-5
2008-06-01,2008,6,-6.4
2008-06-01,2008,6,-5
2008-06-01,2008,6,6.7
2008-06-01,2008,6,3.4
2008-07-01,2008,7,-19
2008-07-01,2008,7,-19.2
2008-07-01,2008,7,-21
2008-07-01,2008,7,-21.7
2008-07-01,2008,7,91.5
2008-07-01,2008,7,-9.3
2008-07-01,2008,7,-7.7
2008-07-01,2008,7,-13
2008-07-01,2008,7,-10.7
2008-07-01,2008,7,0.4
2008-07-01,2008,7,-0.3
2008-08-01,2008,8,-22.7
2008-08-01,2008,8,-23.1
2008-08-01,2008,8,-17.9
2008-08-01,2008,8,-18.5
2008-08-01,2008,8,92.4
2008-08-01,2008,8,-7
2008-08-01,2008,8,-8.5
2008-08-01,2008,8,-2.2
2008-08-01,2008,8,-2.8
2008-08-01,2008,8,-2.5
2008-08-01,2008,8,-4.2
2008-09-01,2008,9,-22.5
2008-09-01,2008,9,-22.5
2008-09-01,2008,9,-15.4
2008-09-01,2008,9,-15.5
2008-09-01,2008,9,93.7
2008-09-01,2008,9,-7.6
2008-09-01,2008,9,-9.7
2008-09-01,2008,9,-0.1
2008-09-01,2008,9,-1.7
2008-09-01,2008,9,1.8
2008-09-01,2008,9,-0.2
2008-10-01,2008,10,-27.6
2008-10-01,2008,10,-27.1
2008-10-01,2008,10,-15.8
2008-10-01,2008,10,-14.5
2008-10-01,2008,10,89.6
2008-10-01,2008,10,-15.5
2008-10-01,2008,10,-14.2
2008-10-01,2008,10,-2.9
2008-10-01,2008,10,-5.2
2008-10-01,2008,10,-8.3
2008-10-01,2008,10,-7.8
2008-11-01,2008,11,-37.8
2008-11-01,2008,11,-36.8
2008-11-01,2008,11,-17.8
2008-11-01,2008,11,-16.8
2008-11-01,2008,11,82.2
2008-11-01,2008,11,-25.4
2008-11-01,2008,11,-21.9
2008-11-01,2008,11,-11.5
2008-11-01,2008,11,-12.4
2008-11-01,2008,11,-8.4
2008-11-01,2008,11,-7.2
2008-12-01,2008,12,-29
2008-12-01,2008,12,-27.1
2008-12-01,2008,12,-18
2008-12-01,2008,12,-17.3
2008-12-01,2008,12,77.3
2008-12-01,2008,12,-30.4
2008-12-01,2008,12,-27.4
2008-12-01,2008,12,-22.9
2008-12-01,2008,12,-18.7
2008-12-01,2008,12,-16.1
2008-12-01,2008,12,-11.3
2009-01-01,2009,1,-38.4
2009-01-01,2009,1,-38.5
2009-01-01,2009,1,-16.7
2009-01-01,2009,1,-16.9
2009-01-01,2009,1,76.8
2009-01-01,2009,1,-28.7
2009-01-01,2009,1,-28.7
2009-01-01,2009,1,-8.6
2009-01-01,2009,1,-10.3
2009-01-01,2009,1,-15.5
2009-01-01,2009,1,-12.6
2009-02-01,2009,2,-36.5
2009-02-01,2009,2,-37.1
2009-02-01,2009,2,-15.9
2009-02-01,2009,2,-16.2
2009-02-01,2009,2,76.9
2009-02-01,2009,2,-29.6
2009-02-01,2009,2,-30.4
2009-02-01,2009,2,-11.5
2009-02-01,2009,2,-10.8
2009-02-01,2009,2,-16.1
2009-02-01,2009,2,-14.5
2009-03-01,2009,3,-35.2
2009-03-01,2009,3,-35.6
2009-03-01,2009,3,-17.7
2009-03-01,2009,3,-17.4
2009-03-01,2009,3,71.9
2009-03-01,2009,3,-32.2
2009-03-01,2009,3,-32.6
2009-03-01,2009,3,-14.1
2009-03-01,2009,3,-12.9
2009-03-01,2009,3,-23.2
2009-03-01,2009,3,-20.8
2009-04-01,2009,4,-37.7
2009-04-01,2009,4,-39
2009-04-01,2009,4,-15.4
2009-04-01,2009,4,-15.3
2009-04-01,2009,4,78.1
2009-04-01,2009,4,-26.6
2009-04-01,2009,4,-28.1
2009-04-01,2009,4,-11.1
2009-04-01,2009,4,-12.6
2009-04-01,2009,4,-18.3
2009-04-01,2009,4,-17.1
2009-05-01,2009,5,-34
2009-05-01,2009,5,-33.9
2009-05-01,2009,5,-14.1
2009-05-01,2009,5,-14.9
2009-05-01,2009,5,84.8
2009-05-01,2009,5,-21.9
2009-05-01,2009,5,-24.3
2009-05-01,2009,5,-6.4
2009-05-01,2009,5,-7.5
2009-05-01,2009,5,-7.5
2009-05-01,2009,5,-10.7
2009-06-01,2009,6,-36.6
2009-06-01,2009,6,-36.9
2009-06-01,2009,6,-13.4
2009-06-01,2009,6,-14.3
2009-06-01,2009,6,83.4
2009-06-01,2009,6,-23.6
2009-06-01,2009,6,-23.7
2009-06-01,2009,6,-8.4
2009-06-01,2009,6,-7.1
2009-06-01,2009,6,-11.7
2009-06-01,2009,6,-12.8
2009-07-01,2009,7,-36.2
2009-07-01,2009,7,-36.5
2009-07-01,2009,7,-12.5
2009-07-01,2009,7,-13.1
2009-07-01,2009,7,87.6
2009-07-01,2009,7,-23.2
2009-07-01,2009,7,-21.7
2009-07-01,2009,7,-6.2
2009-07-01,2009,7,-4.2
2009-07-01,2009,7,-9.3
2009-07-01,2009,7,-9.3
2009-08-01,2009,8,-34.7
2009-08-01,2009,8,-35.2
2009-08-01,2009,8,-11.5
2009-08-01,2009,8,-12.1
2009-08-01,2009,8,91.2
2009-08-01,2009,8,-16.7
2009-08-01,2009,8,-18.7
2009-08-01,2009,8,-2.6
2009-08-01,2009,8,-3
2009-08-01,2009,8,-2.1
2009-08-01,2009,8,-4.2
2009-09-01,2009,9,-33.5
2009-09-01,2009,9,-33.4
2009-09-01,2009,9,-11.5
2009-09-01,2009,9,-11.7
2009-09-01,2009,9,93.5
2009-09-01,2009,9,-15.5
2009-09-01,2009,9,-17.2
2009-09-01,2009,9,-2.8
2009-09-01,2009,9,-3.6
2009-09-01,2009,9,-2.3
2009-09-01,2009,9,-3.5
2009-10-01,2009,10,-33.2
2009-10-01,2009,10,-32.7
2009-10-01,2009,10,-11.9
2009-10-01,2009,10,-10.6
2009-10-01,2009,10,95.4
2009-10-01,2009,10,-16.8
2009-10-01,2009,10,-15.3
2009-10-01,2009,10,-5.2
2009-10-01,2009,10,-7.3
2009-10-01,2009,10,-6.7
2009-10-01,2009,10,-5.1
2009-11-01,2009,11,-39
2009-11-01,2009,11,-38
2009-11-01,2009,11,-9.6
2009-11-01,2009,11,-8.6
2009-11-01,2009,11,97
2009-11-01,2009,11,-17.7
2009-11-01,2009,11,-14.6
2009-11-01,2009,11,-1.2
2009-11-01,2009,11,-1.8
2009-11-01,2009,11,-4.7
2009-11-01,2009,11,-2.8
2009-12-01,2009,12,-40.8
2009-12-01,2009,12,-38.9
2009-12-01,2009,12,-10.5
2009-12-01,2009,12,-9.7
2009-12-01,2009,12,98
2009-12-01,2009,12,-15.5
2009-12-01,2009,12,-12.7
2009-12-01,2009,12,-5.1
2009-12-01,2009,12,-1.6
2009-12-01,2009,12,-4.3
2009-12-01,2009,12,-0.4
2010-01-01,2010,1,-36.5
2010-01-01,2010,1,-36.6
2010-01-01,2010,1,-11.7
2010-01-01,2010,1,-11.9
2010-01-01,2010,1,101.1
2010-01-01,2010,1,-10.2
2010-01-01,2010,1,-10.3
2010-01-01,2010,1,9.9
2010-01-01,2010,1,8
2010-01-01,2010,1,1.1
2010-01-01,2010,1,1.8
2010-02-01,2010,2,-43.1
2010-02-01,2010,2,-43.7
2010-02-01,2010,2,-15.1
2010-02-01,2010,2,-15.4
2010-02-01,2010,2,101.1
2010-02-01,2010,2,-7.8
2010-02-01,2010,2,-8.8
2010-02-01,2010,2,0.8
2010-02-01,2010,2,1.6
2010-02-01,2010,2,6.1
2010-02-01,2010,2,5.3
2010-03-01,2010,3,-36
2010-03-01,2010,3,-36.4
2010-03-01,2010,3,-15.9
2010-03-01,2010,3,-15.6
2010-03-01,2010,3,100.4
2010-03-01,2010,3,-8
2010-03-01,2010,3,-8.5
2010-03-01,2010,3,5.5
2010-03-01,2010,3,6.1
2010-03-01,2010,3,1.8
2010-03-01,2010,3,1.1
2010-04-01,2010,4,-33
2010-04-01,2010,4,-34.3
2010-04-01,2010,4,-14.3
2010-04-01,2010,4,-14.2
2010-04-01,2010,4,102.2
2010-04-01,2010,4,-5.8
2010-04-01,2010,4,-7.4
2010-04-01,2010,4,5.2
2010-04-01,2010,4,3.1
2010-04-01,2010,4,10.8
2010-04-01,2010,4,8.5
2010-05-01,2010,5,-39.2
2010-05-01,2010,5,-39.1
2010-05-01,2010,5,-16.7
2010-05-01,2010,5,-17.4
2010-05-01,2010,5,102.2
2010-05-01,2010,5,-2.3
2010-05-01,2010,5,-4.8
2010-05-01,2010,5,3.2
2010-05-01,2010,5,2.5
2010-05-01,2010,5,8.6
2010-05-01,2010,5,4
2010-06-01,2010,6,-35.3
2010-06-01,2010,6,-35.7
2010-06-01,2010,6,-18.4
2010-06-01,2010,6,-19.3
2010-06-01,2010,6,101.5
2010-06-01,2010,6,-5.1
2010-06-01,2010,6,-4.6
2010-06-01,2010,6,-1
2010-06-01,2010,6,0
2010-06-01,2010,6,2.9
2010-06-01,2010,6,1
2010-07-01,2010,7,-35.7
2010-07-01,2010,7,-36
2010-07-01,2010,7,-18.9
2010-07-01,2010,7,-19.6
2010-07-01,2010,7,101.5
2010-07-01,2010,7,-4.6
2010-07-01,2010,7,-3.6
2010-07-01,2010,7,-4.6
2010-07-01,2010,7,-2.8
2010-07-01,2010,7,3.3
2010-07-01,2010,7,3.5
2010-08-01,2010,8,-27.6
2010-08-01,2010,8,-28
2010-08-01,2010,8,-17.8
2010-08-01,2010,8,-18.3
2010-08-01,2010,8,101.1
2010-08-01,2010,8,-1.4
2010-08-01,2010,8,-3.2
2010-08-01,2010,8,-2.4
2010-08-01,2010,8,-2.1
2010-08-01,2010,8,4.1
2010-08-01,2010,8,2.9
2010-09-01,2010,9,-32.3
2010-09-01,2010,9,-32.2
2010-09-01,2010,9,-17.3
2010-09-01,2010,9,-17.5
2010-09-01,2010,9,101.3
2010-09-01,2010,9,-2.1
2010-09-01,2010,9,-3.1
2010-09-01,2010,9,-2.2
2010-09-01,2010,9,-2.6
2010-09-01,2010,9,2.8
2010-09-01,2010,9,3.2
2010-10-01,2010,10,-30.6
2010-10-01,2010,10,-30.1
2010-10-01,2010,10,-19.9
2010-10-01,2010,10,-18.6
2010-10-01,2010,10,100.7
2010-10-01,2010,10,-3.7
2010-10-01,2010,10,-2.4
2010-10-01,2010,10,5.6
2010-10-01,2010,10,3.2
2010-10-01,2010,10,1.3
2010-10-01,2010,10,2.9
2010-11-01,2010,11,-27.6
2010-11-01,2010,11,-26.5
2010-11-01,2010,11,-19.8
2010-11-01,2010,11,-18.8
2010-11-01,2010,11,101.2
2010-11-01,2010,11,-5.7
2010-11-01,2010,11,-2.3
2010-11-01,2010,11,1.3
2010-11-01,2010,11,0.9
2010-11-01,2010,11,2.7
2010-11-01,2010,11,4.1
2010-12-01,2010,12,-30.5
2010-12-01,2010,12,-28.6
2010-12-01,2010,12,-16.7
2010-12-01,2010,12,-16
2010-12-01,2010,12,104
2010-12-01,2010,12,-2.6
2010-12-01,2010,12,-0.1
2010-12-01,2010,12,7.2
2010-12-01,2010,12,10.1
2010-12-01,2010,12,-1.4
2010-12-01,2010,12,2.8
2011-01-01,2011,1,-31.3
2011-01-01,2011,1,-31.4
2011-01-01,2011,1,-19.8
2011-01-01,2011,1,-20
2011-01-01,2011,1,103.3
2011-01-01,2011,1,1
2011-01-01,2011,1,1
2011-01-01,2011,1,6.9
2011-01-01,2011,1,5.7
2011-01-01,2011,1,1.9
2011-01-01,2011,1,3.4
2011-02-01,2011,2,-31.8
2011-02-01,2011,2,-32.4
2011-02-01,2011,2,-19.5
2011-02-01,2011,2,-19.7
2011-02-01,2011,2,101.5
2011-02-01,2011,2,0.1
2011-02-01,2011,2,-0.9
2011-02-01,2011,2,0.1
2011-02-01,2011,2,1.2
2011-02-01,2011,2,5.8
2011-02-01,2011,2,6.3
2011-03-01,2011,3,-28
2011-03-01,2011,3,-28.5
2011-03-01,2011,3,-21
2011-03-01,2011,3,-20.8
2011-03-01,2011,3,99.2
2011-03-01,2011,3,0.1
2011-03-01,2011,3,-0.9
2011-03-01,2011,3,-0.7
2011-03-01,2011,3,-0.4
2011-03-01,2011,3,-1.9
2011-03-01,2011,3,-1.5
2011-04-01,2011,4,-31.5
2011-04-01,2011,4,-32.7
2011-04-01,2011,4,-22.1
2011-04-01,2011,4,-22
2011-04-01,2011,4,101.2
2011-04-01,2011,4,0.9
2011-04-01,2011,4,-0.6
2011-04-01,2011,4,6.7
2011-04-01,2011,4,4.3
2011-04-01,2011,4,6
2011-04-01,2011,4,4.9
2011-05-01,2011,5,-27.2
2011-05-01,2011,5,-27.2
2011-05-01,2011,5,-22.6
2011-05-01,2011,5,-23.3
2011-05-01,2011,5,99.9
2011-05-01,2011,5,1.5
2011-05-01,2011,5,-0.6
2011-05-01,2011,5,-0.1
2011-05-01,2011,5,-0.3
2011-05-01,2011,5,6.8
2011-05-01,2011,5,2.3
2011-06-01,2011,6,-30.9
2011-06-01,2011,6,-31.2
2011-06-01,2011,6,-19.2
2011-06-01,2011,6,-20.1
2011-06-01,2011,6,99.4
2011-06-01,2011,6,-2.6
2011-06-01,2011,6,-2.9
2011-06-01,2011,6,-7.8
2011-06-01,2011,6,-7.4
2011-06-01,2011,6,9.1
2011-06-01,2011,6,5.7
2011-07-01,2011,7,-31.6
2011-07-01,2011,7,-31.9
2011-07-01,2011,7,-21.5
2011-07-01,2011,7,-22.2
2011-07-01,2011,7,95.4
2011-07-01,2011,7,-6.4
2011-07-01,2011,7,-5.1
2011-07-01,2011,7,-3.7
2011-07-01,2011,7,-2.7
2011-07-01,2011,7,2.4
2011-07-01,2011,7,1.4
2011-08-01,2011,8,-29.4
2011-08-01,2011,8,-29.9
2011-08-01,2011,8,-22.2
2011-08-01,2011,8,-22.7
2011-08-01,2011,8,94.1
2011-08-01,2011,8,-3.6
2011-08-01,2011,8,-5.5
2011-08-01,2011,8,-10.5
2011-08-01,2011,8,-10.1
2011-08-01,2011,8,3.6
2011-08-01,2011,8,2
2011-09-01,2011,9,-31
2011-09-01,2011,9,-31
2011-09-01,2011,9,-22.9
2011-09-01,2011,9,-23.1
2011-09-01,2011,9,89.1
2011-09-01,2011,9,-9.3
2011-09-01,2011,9,-10.1
2011-09-01,2011,9,-9
2011-09-01,2011,9,-9.9
2011-09-01,2011,9,-5.2
2011-09-01,2011,9,-5.2
2011-10-01,2011,10,-31.2
2011-10-01,2011,10,-30.7
2011-10-01,2011,10,-27.1
2011-10-01,2011,10,-25.8
2011-10-01,2011,10,89.9
2011-10-01,2011,10,-11.5
2011-10-01,2011,10,-9.8
2011-10-01,2011,10,-12.2
2011-10-01,2011,10,-15.2
2011-10-01,2011,10,-1.3
2011-10-01,2011,10,-1.4
2011-11-01,2011,11,-29.3
